EVENT,TIME,PACKET LENGTH
DEPARTURE,21.896644127260096,3865.388121205636
OBSERVATION,22.026658066259426,
OBSERVATION,22.171625398472543,
OBSERVATION,22.172533843949065,
OBSERVATION,22.28710220262917,
OBSERVATION,22.418059462444777,
OBSERVATION,22.50689172435096,
OBSERVATION,22.549505881529395,
OBSERVATION,22.592830237739285,
OBSERVATION,22.629752424622648,
OBSERVATION,22.766774215783652,
OBSERVATION,22.92306996116898,
OBSERVATION,22.994686412391754,
OBSERVATION,23.00040534069129,
OBSERVATION,23.15624849738381,
OBSERVATION,23.285478474398865,
OBSERVATION,23.494193831905665,
OBSERVATION,23.594710776006053,
OBSERVATION,23.613844086531458,
OBSERVATION,23.74275117131279,
OBSERVATION,23.80302082621259,
OBSERVATION,23.80363865875545,
OBSERVATION,23.847058728933995,
ARRIVAL,24.1950374004539,347.6682009584199
DEPARTURE,24.195385068654858,347.6682009584199
OBSERVATION,24.216700127671647,
OBSERVATION,24.235689210443624,
OBSERVATION,24.248193666778224,
OBSERVATION,24.261839042965487,
ARRIVAL,24.397228232281307,2085.67481388439
DEPARTURE,24.39931390709519,2085.67481388439
OBSERVATION,24.422360199986105,
OBSERVATION,24.435127780250763,
OBSERVATION,24.5259130636452,
OBSERVATION,24.77983111978783,
OBSERVATION,24.791753962415882,
OBSERVATION,24.862363339781105,
OBSERVATION,24.90238000208529,
OBSERVATION,25.227474684247994,
OBSERVATION,25.260408330610247,
OBSERVATION,25.274929536523377,
OBSERVATION,25.4007434118528,
OBSERVATION,25.43985886238912,
OBSERVATION,25.61355076292608,
ARRIVAL,25.6716761762249,3472.6987143935335
DEPARTURE,25.675148874939293,3472.6987143935335
OBSERVATION,25.682520260139235,
OBSERVATION,25.69532064385737,
OBSERVATION,25.754837599721185,
OBSERVATION,25.879420917685383,
OBSERVATION,25.896910182495343,
ARRIVAL,25.92946349638346,1927.9245782343917
OBSERVATION,25.929896688471807,
DEPARTURE,25.931391420961692,1927.9245782343917
OBSERVATION,25.98760069070231,
OBSERVATION,26.08412238997378,
OBSERVATION,26.439616291365716,
OBSERVATION,26.447440613675383,
ARRIVAL,26.58159474394005,2590.6270846878033
DEPARTURE,26.584185371024738,2590.6270846878033
OBSERVATION,26.633931034658346,
ARRIVAL,26.9965580794512,459.7652965690041
DEPARTURE,26.99701784474777,459.7652965690041
OBSERVATION,27.02382666599218,
ARRIVAL,27.27820383598836,4185.62253338841
DEPARTURE,27.28238945852175,4185.62253338841
ARRIVAL,27.317107038770818,1365.4662400894838
DEPARTURE,27.318472505010906,1365.4662400894838
OBSERVATION,27.348591550819062,
OBSERVATION,27.395275391338345,
OBSERVATION,27.453438338748576,
OBSERVATION,27.46094570853186,
OBSERVATION,27.505402317770717,
OBSERVATION,27.51408109527305,
OBSERVATION,27.64607076245003,
OBSERVATION,27.749635225864857,
OBSERVATION,27.755752507528186,
OBSERVATION,27.98949689959022,
OBSERVATION,28.25159214637777,
OBSERVATION,28.701144854124287,
ARRIVAL,29.097940743340818,4675.720209374991
DEPARTURE,29.10261646355019,4675.720209374991
OBSERVATION,29.425781397144036,
OBSERVATION,29.5518209548036,
OBSERVATION,29.66181650143878,
OBSERVATION,29.671154134201593,
OBSERVATION,29.849149361449264,
OBSERVATION,29.92720427678222,
OBSERVATION,30.002029358653985,
OBSERVATION,30.027907503558406,
OBSERVATION,30.341315001709088,
OBSERVATION,30.367100412232222,
OBSERVATION,30.50899367217089,
OBSERVATION,30.5650348521852,
OBSERVATION,30.602923900223658,
OBSERVATION,30.971176963498213,
OBSERVATION,30.973709485417476,
OBSERVATION,30.991801166876982,
OBSERVATION,31.074118831870273,
ARRIVAL,31.12348957005292,1498.0036409623713
DEPARTURE,31.124987573693883,1498.0036409623713
OBSERVATION,31.15455788095532,
OBSERVATION,31.203502699684748,
OBSERVATION,31.46142148636871,
OBSERVATION,31.555989867571327,
OBSERVATION,31.714902910488266,
OBSERVATION,31.877654668476243,
OBSERVATION,31.994871828642175,
OBSERVATION,32.061976759765294,
OBSERVATION,32.09960921550362,
OBSERVATION,32.1427826305022,
OBSERVATION,32.201255018364826,
OBSERVATION,32.215895492898824,
OBSERVATION,32.66914949099217,
OBSERVATION,32.80828348413355,
OBSERVATION,32.87146584259397,
OBSERVATION,32.932361060863606,
ARRIVAL,33.01524629203436,4371.811609594568
DEPARTURE,33.01961810364396,4371.811609594568
ARRIVAL,33.25107358293623,5992.21341087689
DEPARTURE,33.257065796347106,5992.21341087689
OBSERVATION,33.338722568215665,
OBSERVATION,33.366121233606115,
OBSERVATION,33.42543979514819,
OBSERVATION,33.53981517206007,
OBSERVATION,33.68315130528965,
OBSERVATION,33.7934332150727,
OBSERVATION,33.952487398687026,
OBSERVATION,33.97291821148096,
OBSERVATION,33.99611863865884,
OBSERVATION,34.07025039167913,
OBSERVATION,34.18945453509385,
OBSERVATION,34.201866735771496,
OBSERVATION,34.31828373028228,
OBSERVATION,35.00468571236569,
OBSERVATION,35.27628194257784,
OBSERVATION,35.28720519069404,
ARRIVAL,35.39866121659289,3681.9615282341874
DEPARTURE,35.40234317812113,3681.9615282341874
OBSERVATION,35.620514920903716,
OBSERVATION,35.67399483262963,
OBSERVATION,35.7231218207906,
OBSERVATION,35.765457498221764,
OBSERVATION,35.773325841089914,
OBSERVATION,35.844039138683385,
OBSERVATION,36.15938280581528,
ARRIVAL,36.30437038339345,1643.7059634377724
DEPARTURE,36.306014089356886,1643.7059634377724
ARRIVAL,36.38370325108406,3362.6621908801976
DEPARTURE,36.38706591327494,3362.6621908801976
OBSERVATION,36.64391894802837,
ARRIVAL,36.694345043564375,1185.9885180714887
DEPARTURE,36.69553103208245,1185.9885180714887
OBSERVATION,36.81161242896851,
OBSERVATION,36.92241414723682,
ARRIVAL,37.18045570688092,1810.8470719398176
DEPARTURE,37.18226655395286,1810.8470719398176
OBSERVATION,37.46453380237663,
OBSERVATION,37.48716109825241,
OBSERVATION,37.862600229901076,
OBSERVATION,37.934539835245054,
OBSERVATION,37.96997328342921,
OBSERVATION,38.017314187512454,
OBSERVATION,38.17968770403783,
OBSERVATION,38.371404123342174,
OBSERVATION,38.398112043032334,
OBSERVATION,38.58316804920071,
OBSERVATION,38.6170420663567,
OBSERVATION,38.68723292949943,
OBSERVATION,38.732987856818234,
OBSERVATION,38.74346306374396,
OBSERVATION,38.818506442882956,
OBSERVATION,38.88093406012468,
OBSERVATION,39.08713059361815,
OBSERVATION,39.096434519551515,
OBSERVATION,39.21166344914533,
OBSERVATION,39.38133666778919,
OBSERVATION,39.39091474107884,
OBSERVATION,39.40687376017923,
OBSERVATION,39.44635437911087,
ARRIVAL,39.501903629562975,1288.6958864534158
DEPARTURE,39.503192325449426,1288.6958864534158
OBSERVATION,39.51756022322601,
OBSERVATION,39.65840159237094,
OBSERVATION,39.67708331495262,
OBSERVATION,39.717093274428244,
OBSERVATION,39.78466959973788,
OBSERVATION,39.960003491088614,
ARRIVAL,40.01206967447845,896.0861656728794
DEPARTURE,40.01296576064412,896.0861656728794
OBSERVATION,40.03344179734343,
OBSERVATION,40.04811396284706,
OBSERVATION,40.07724813113486,
OBSERVATION,40.25699023057041,
OBSERVATION,40.63524219021305,
OBSERVATION,40.66691024243396,
OBSERVATION,40.670412230939256,
OBSERVATION,40.78703221940296,
OBSERVATION,40.935041063660236,
OBSERVATION,40.96921717903412,
OBSERVATION,41.010868554421165,
OBSERVATION,41.20402909701591,
OBSERVATION,41.240633124867244,
OBSERVATION,41.33872731433358,
ARRIVAL,41.43671946069113,6467.332297942127
DEPARTURE,41.443186792989074,6467.332297942127
OBSERVATION,41.62206581369615,
OBSERVATION,41.643722477865175,
OBSERVATION,41.81297880723765,
OBSERVATION,41.868793761890586,
OBSERVATION,42.12994082867354,
ARRIVAL,42.22615717615128,1717.248961576452
DEPARTURE,42.22787442511286,1717.248961576452
OBSERVATION,42.306489479997545,
OBSERVATION,42.33925084192783,
OBSERVATION,42.35967278588733,
OBSERVATION,42.45805887112132,
OBSERVATION,42.50954192546217,
OBSERVATION,42.63919317165723,
OBSERVATION,42.7775238853345,
OBSERVATION,42.870107027464464,
OBSERVATION,42.95215396318252,
OBSERVATION,43.161699320386106,
OBSERVATION,43.19979698810729,
OBSERVATION,43.23383564086007,
OBSERVATION,43.27844960364707,
ARRIVAL,43.37646532186959,4016.506536481213
DEPARTURE,43.38048182840607,4016.506536481213
ARRIVAL,43.43188629939078,243.86239934337618
DEPARTURE,43.43213016179013,243.86239934337618
OBSERVATION,43.444226019628196,
OBSERVATION,44.147609268214524,
OBSERVATION,44.148313961238195,
OBSERVATION,44.169919819625804,
OBSERVATION,44.21037148887334,
OBSERVATION,44.25479916193148,
OBSERVATION,44.37261541498701,
OBSERVATION,44.44851486683279,
OBSERVATION,44.58087112869281,
OBSERVATION,44.637638416809146,
OBSERVATION,44.68630961949331,
OBSERVATION,44.825325515490206,
OBSERVATION,44.99685241272941,
OBSERVATION,45.18271049475272,
OBSERVATION,45.251760099103485,
OBSERVATION,45.396527565750056,
OBSERVATION,45.42086949982675,
OBSERVATION,45.449430135086175,
OBSERVATION,45.58898230531537,
OBSERVATION,45.59125398036125,
OBSERVATION,45.62730944650643,
OBSERVATION,45.92182959691101,
ARRIVAL,45.99478987226556,4096.5024332447765
OBSERVATION,45.99689577565422,
DEPARTURE,45.9988863746988,4096.5024332447765
OBSERVATION,46.026260268518655,
OBSERVATION,46.20254051154904,
OBSERVATION,46.32601530070698,
OBSERVATION,46.4806852236659,
OBSERVATION,46.53991277255641,
OBSERVATION,46.58311775190836,
OBSERVATION,46.680431544684424,
OBSERVATION,46.8972847641119,
OBSERVATION,47.27064099285394,
OBSERVATION,47.650432960307434,
OBSERVATION,47.73114553783778,
OBSERVATION,47.81513798723923,
OBSERVATION,47.99969017546151,
ARRIVAL,48.04273561904631,5089.902366340782
DEPARTURE,48.047825521412655,5089.902366340782
OBSERVATION,48.07814611270132,
OBSERVATION,48.119017786758924,
OBSERVATION,48.24600594950101,
OBSERVATION,48.48082355115301,
OBSERVATION,48.504557336583105,
OBSERVATION,48.61623967751439,
OBSERVATION,48.74325583866383,
OBSERVATION,48.78593885130842,
OBSERVATION,48.940688952807676,
OBSERVATION,48.94644613258109,
OBSERVATION,48.957205341073355,
OBSERVATION,48.97186038277481,
ARRIVAL,49.27256187992288,28.850021786772736
DEPARTURE,49.27259072994467,28.850021786772736
OBSERVATION,49.29612380125685,
OBSERVATION,49.31200342049536,
OBSERVATION,49.33498467837332,
OBSERVATION,49.42644910678645,
ARRIVAL,49.53049072420716,2825.6950755504995
DEPARTURE,49.53331641928271,2825.6950755504995
OBSERVATION,49.69264461348424,
OBSERVATION,49.78253909335049,
OBSERVATION,49.901347169664106,
OBSERVATION,49.9047582599241,
OBSERVATION,49.917597127489124,
OBSERVATION,50.01666012909761,
OBSERVATION,50.06022475362932,
OBSERVATION,50.29545970598272,
OBSERVATION,50.37718547410979,
ARRIVAL,50.45327602269041,1276.3871821682455
DEPARTURE,50.454552409872576,1276.3871821682455
OBSERVATION,50.551104336369605,
OBSERVATION,50.595974875347274,
OBSERVATION,50.62715230046479,
OBSERVATION,50.68472834584728,
OBSERVATION,51.09894137631574,
OBSERVATION,51.24413372547693,
OBSERVATION,51.25905251118664,
OBSERVATION,51.264572172212326,
OBSERVATION,51.41813679398781,
OBSERVATION,51.43964027474076,
OBSERVATION,51.59417472202605,
OBSERVATION,51.61802544338511,
OBSERVATION,51.63110108660507,
OBSERVATION,52.24292497496654,
OBSERVATION,52.311386648092544,
OBSERVATION,52.412220589684296,
OBSERVATION,52.528695396989775,
OBSERVATION,53.009310871896126,
OBSERVATION,53.06313465530895,
OBSERVATION,53.180570306674326,
OBSERVATION,53.279885942214456,
OBSERVATION,53.343326015050025,
OBSERVATION,53.450994354723,
OBSERVATION,53.45981776565749,
OBSERVATION,53.47769724324175,
OBSERVATION,53.58229513734575,
OBSERVATION,53.58853283978409,
OBSERVATION,53.607595917754914,
OBSERVATION,53.79007030220358,
OBSERVATION,53.96615402067216,
OBSERVATION,53.98265084230692,
OBSERVATION,54.209534181789046,
OBSERVATION,54.32142546053684,
OBSERVATION,54.529135145073525,
OBSERVATION,54.55250185347472,
OBSERVATION,54.5805944570808,
OBSERVATION,54.83498212914663,
OBSERVATION,54.91473634404869,
OBSERVATION,54.96384125833187,
OBSERVATION,55.17544044496688,
OBSERVATION,55.49218230443001,
OBSERVATION,55.49235947771955,
OBSERVATION,55.5082178516578,
OBSERVATION,55.5598090840656,
OBSERVATION,55.604412703888414,
ARRIVAL,55.624060756367115,1155.5083318636287
DEPARTURE,55.62521626469898,1155.5083318636287
OBSERVATION,55.933310522714116,
OBSERVATION,55.97046112155443,
OBSERVATION,56.002529233014926,
ARRIVAL,56.01633754222091,454.173599675808
DEPARTURE,56.01679171582059,454.173599675808
OBSERVATION,56.28633579506882,
OBSERVATION,56.43328616265313,
OBSERVATION,56.5113899029345,
OBSERVATION,56.60314821566068,
OBSERVATION,56.70941034436432,
OBSERVATION,56.973416320253286,
OBSERVATION,57.05736168378357,
OBSERVATION,57.329968265591546,
OBSERVATION,57.41511571214228,
OBSERVATION,57.42428644189872,
OBSERVATION,57.75192845604164,
ARRIVAL,57.95084010860629,47.15491017769187
DEPARTURE,57.95088726351647,47.15491017769187
OBSERVATION,57.9737588659011,
OBSERVATION,58.05419557340457,
OBSERVATION,58.308820475883465,
OBSERVATION,58.319554046656364,
OBSERVATION,58.353784687093544,
OBSERVATION,58.60287261544392,
OBSERVATION,58.71102586786007,
OBSERVATION,59.06266873221754,
OBSERVATION,59.68572481375296,
OBSERVATION,59.74588112514973,
OBSERVATION,59.89635922439707,
OBSERVATION,60.07418665342833,
OBSERVATION,60.48831171435479,
OBSERVATION,60.68847489580924,
OBSERVATION,60.75730493240886,
OBSERVATION,60.77490101874429,
OBSERVATION,60.84891546628407,
OBSERVATION,61.15165703881412,
OBSERVATION,61.26674704706457,
OBSERVATION,61.33456308813272,
OBSERVATION,61.363312297589964,
OBSERVATION,61.38548911816782,
OBSERVATION,61.41218030546308,
OBSERVATION,61.42151331137673,
OBSERVATION,61.61086703196946,
OBSERVATION,61.776309848660716,
ARRIVAL,61.803109311753744,166.6475812068594
DEPARTURE,61.803275959334954,166.6475812068594
OBSERVATION,61.90092036055704,
OBSERVATION,62.143946282349376,
OBSERVATION,62.3156276802003,
OBSERVATION,62.351865901756355,
ARRIVAL,62.35219628761283,2749.2862221815712
DEPARTURE,62.35494557383501,2749.2862221815712
OBSERVATION,62.58397172324359,
OBSERVATION,62.61823041748164,
OBSERVATION,62.98974961020399,
OBSERVATION,63.33640800463494,
OBSERVATION,63.4780193799045,
OBSERVATION,63.49675311726358,
OBSERVATION,63.5116392544091,
OBSERVATION,63.62431707305429,
OBSERVATION,63.77599443347002,
OBSERVATION,63.859415080038616,
OBSERVATION,63.87240812714978,
OBSERVATION,63.9450398660018,
OBSERVATION,64.15012494879423,
OBSERVATION,64.16464265225787,
OBSERVATION,64.78753698917525,
OBSERVATION,64.86502549303559,
OBSERVATION,65.15049975520046,
ARRIVAL,65.18016335130889,973.6489815948669
DEPARTURE,65.18113700029049,973.6489815948669
OBSERVATION,65.24249902250259,
OBSERVATION,65.31940737974621,
OBSERVATION,65.3835002269654,
OBSERVATION,65.4155328660462,
OBSERVATION,65.41985643813285,
OBSERVATION,65.65582161490148,
OBSERVATION,65.77440983792967,
OBSERVATION,66.17560117043404,
OBSERVATION,66.65437736175966,
ARRIVAL,66.72454557826771,194.49971282076342
DEPARTURE,66.72474007798053,194.49971282076342
OBSERVATION,66.79556135757339,
OBSERVATION,66.83670722896808,
OBSERVATION,66.93907744061295,
OBSERVATION,67.22368112283267,
OBSERVATION,67.52083761758274,
OBSERVATION,67.57695071483909,
OBSERVATION,67.62213101507574,
OBSERVATION,67.70744166454604,
OBSERVATION,67.80564096430709,
OBSERVATION,67.96965301143987,
OBSERVATION,68.18220641444965,
OBSERVATION,68.28847532506033,
OBSERVATION,68.40089725018713,
OBSERVATION,68.43816825556237,
OBSERVATION,68.5102006375937,
OBSERVATION,68.69759920807148,
ARRIVAL,68.78943484204075,2079.6128422040324
DEPARTURE,68.79151445488296,2079.6128422040324
OBSERVATION,68.82776624660512,
OBSERVATION,69.0356927807726,
OBSERVATION,69.04838395798714,
OBSERVATION,69.07983749611319,
OBSERVATION,69.13921985392179,
OBSERVATION,69.24099500483156,
OBSERVATION,69.30218987939503,
OBSERVATION,69.70324169409156,
OBSERVATION,69.70707118049812,
OBSERVATION,69.72357803771366,
OBSERVATION,69.765368286333,
OBSERVATION,69.90436313083637,
ARRIVAL,69.94610441398034,1715.1456479417952
DEPARTURE,69.94781955962827,1715.1456479417952
OBSERVATION,70.06231163348055,
OBSERVATION,70.11705410459696,
OBSERVATION,70.38177237983938,
OBSERVATION,70.43111052804228,
OBSERVATION,70.43286069637713,
OBSERVATION,70.51898797345575,
OBSERVATION,70.83751572080364,
OBSERVATION,71.13523835548773,
OBSERVATION,71.16841659421031,
OBSERVATION,71.24597459707398,
OBSERVATION,71.35658260323552,
ARRIVAL,71.45659543041563,1779.2531381512435
DEPARTURE,71.45837468355379,1779.2531381512435
OBSERVATION,71.71977486571352,
OBSERVATION,71.7892359581729,
OBSERVATION,71.85346662128713,
OBSERVATION,71.9163843163584,
ARRIVAL,72.02148619792851,1315.6759124773719
DEPARTURE,72.02280187384099,1315.6759124773719
OBSERVATION,72.03183743555628,
OBSERVATION,72.101073876539,
OBSERVATION,72.13997064769622,
OBSERVATION,72.46057218502675,
OBSERVATION,72.58446065316896,
OBSERVATION,72.68143553277977,
OBSERVATION,72.925049130573,
OBSERVATION,72.93156546510667,
OBSERVATION,72.9465869223692,
OBSERVATION,73.01611143777463,
OBSERVATION,73.12151568167491,
OBSERVATION,73.19891544970847,
OBSERVATION,73.2937459419115,
OBSERVATION,73.48883698681341,
OBSERVATION,73.71145220685952,
OBSERVATION,73.73028092143294,
OBSERVATION,73.85874052560553,
ARRIVAL,74.30028550037622,573.9339269130979
OBSERVATION,74.30079298886982,
DEPARTURE,74.30085943430313,573.9339269130979
OBSERVATION,74.36260471887609,
OBSERVATION,74.44079669372677,
OBSERVATION,74.4496209262791,
OBSERVATION,74.47078192523111,
OBSERVATION,74.54653242774701,
OBSERVATION,74.61462221207394,
OBSERVATION,74.74245617941442,
OBSERVATION,74.80181905081321,
OBSERVATION,74.95651943924793,
OBSERVATION,75.09335784701966,
OBSERVATION,75.38672670595054,
OBSERVATION,75.48179033198436,
ARRIVAL,75.50378859739665,4726.78845403143
DEPARTURE,75.50851538585069,4726.78845403143
OBSERVATION,75.53517421794358,
ARRIVAL,75.67021620553707,4323.278412935792
DEPARTURE,75.67453948395001,4323.278412935792
OBSERVATION,75.68036033682472,
OBSERVATION,75.70675515559617,
OBSERVATION,75.93013519828828,
OBSERVATION,75.9924373971752,
OBSERVATION,76.04424647905779,
OBSERVATION,76.09229213699409,
OBSERVATION,76.12967217703132,
OBSERVATION,76.20263404907652,
OBSERVATION,76.24522639296849,
OBSERVATION,76.27880747551066,
OBSERVATION,76.29351759109905,
OBSERVATION,76.37041829902469,
OBSERVATION,76.42855985643172,
OBSERVATION,76.44102792771922,
OBSERVATION,76.47429640829293,
OBSERVATION,76.54998932665569,
OBSERVATION,76.58767887773175,
OBSERVATION,76.94056283716111,
OBSERVATION,77.02937727083267,
OBSERVATION,77.03120548367679,
ARRIVAL,77.07792926653015,594.1025678053991
DEPARTURE,77.07852336909795,594.1025678053991
OBSERVATION,77.17736083603499,
OBSERVATION,77.20300285852282,
OBSERVATION,77.22074391397001,
OBSERVATION,77.25273936122834,
